start,end,duration_h,peak_obs_mllw,peak_pred_mllw,peak_surge_ft,max_depth_curb_in,max_depth_road_in,max_depth_intersection_in,max_depth_lawn_in,year,month
1950-11-25 06:00:00,1950-11-25 11:00:00,6,8.985,5.231,4.166,28.859999999999992,26.45999999999999,24.299999999999994,23.819999999999993,1950,11
1950-11-25 14:00:00,1950-11-25 18:00:00,5,8.785,3.08,7.768000000000001,26.46,24.06,21.900000000000002,21.42,1950,11
1950-12-08 06:00:00,1950-12-08 07:00:00,2,7.286,6.068,1.404,8.471999999999994,6.071999999999992,3.9119999999999955,3.431999999999995,1950,12
1950-12-11 09:00:00,1950-12-11 09:00:00,1,6.685,5.954,0.7309999999999999,1.2600000000000051,0.0,0.0,0.0,1950,12
1951-11-01 08:00:00,1951-11-01 10:00:00,3,6.987,6.088,1.5330000000000004,4.884,2.483999999999998,0.3240000000000016,0.0,1951,11
1952-05-11 21:00:00,1952-05-11 21:00:00,1,6.587,5.896,0.6909999999999998,0.08399999999999608,0.0,0.0,0.0,1952,5
1952-12-23 01:00:00,1952-12-23 01:00:00,1,6.685,4.641,2.0439999999999996,1.2600000000000051,0.0,0.0,0.0,1952,12
1953-10-22 07:00:00,1953-10-22 08:00:00,2,6.987,6.478,0.7239999999999993,4.884,2.483999999999998,0.3240000000000016,0.0,1953,10
1953-10-23 07:00:00,1953-10-23 09:00:00,3,7.584,6.488,1.3710000000000004,12.047999999999995,9.647999999999993,7.487999999999996,7.007999999999996,1953,10
1953-11-06 19:00:00,1953-11-06 21:00:00,3,7.187,4.506,3.2110000000000003,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1953,11
1953-11-07 04:00:00,1953-11-07 10:00:00,7,9.687,5.417,4.52,37.28399999999999,34.883999999999986,32.72399999999999,32.24399999999999,1953,11
1954-05-03 20:00:00,1954-05-03 21:00:00,2,6.787,6.351,0.5729999999999995,2.484000000000009,0.08400000000000674,0.0,0.0,1954,5
1954-08-31 08:00:00,1954-08-31 09:00:00,2,7.886,5.224,2.662,15.67199999999999,13.271999999999988,11.111999999999991,10.63199999999999,1954,8
1955-04-24 21:00:00,1955-04-24 22:00:00,2,6.987,6.083,1.1399999999999997,4.884,2.483999999999998,0.3240000000000016,0.0,1955,4
1955-10-14 06:00:00,1955-10-14 07:00:00,2,6.787,5.743,1.2309999999999999,2.484000000000009,0.08400000000000674,0.0,0.0,1955,10
1955-10-14 17:00:00,1955-10-14 20:00:00,4,7.985,5.251,2.885,16.859999999999992,14.45999999999999,12.299999999999994,11.819999999999993,1955,10
1955-10-15 07:00:00,1955-10-15 08:00:00,2,6.987,5.868,1.452,4.884,2.483999999999998,0.3240000000000016,0.0,1955,10
1955-10-16 07:00:00,1955-10-16 09:00:00,3,7.187,5.79,1.665,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1955,10
1955-10-16 20:00:00,1955-10-16 20:00:00,1,6.685,5.082,1.6029999999999998,1.2600000000000051,0.0,0.0,0.0,1955,10
1955-11-02 09:00:00,1955-11-02 09:00:00,1,6.787,6.219,0.5679999999999996,2.484000000000009,0.08400000000000674,0.0,0.0,1955,11
1956-01-10 05:00:00,1956-01-10 07:00:00,3,7.086,4.652,2.7039999999999997,6.072000000000003,3.6720000000000006,1.512000000000004,1.0320000000000036,1956,1
1956-03-16 21:00:00,1956-03-16 22:00:00,2,6.685,5.026,2.1149999999999993,1.2600000000000051,0.0,0.0,0.0,1956,3
1957-10-06 18:00:00,1957-10-06 19:00:00,2,6.787,5.087,1.992,2.484000000000009,0.08400000000000674,0.0,0.0,1957,10
1958-03-20 19:00:00,1958-03-20 22:00:00,4,7.584,4.89,3.021,12.047999999999995,9.647999999999993,7.487999999999996,7.007999999999996,1958,3
1958-04-02 18:00:00,1958-04-02 19:00:00,2,6.685,5.709,0.9959999999999996,1.2600000000000051,0.0,0.0,0.0,1958,4
1958-04-03 19:00:00,1958-04-03 20:00:00,2,7.187,6.07,1.3020000000000005,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1958,4
1958-04-04 08:00:00,1958-04-04 08:00:00,1,6.587,5.587,1.0,0.08399999999999608,0.0,0.0,0.0,1958,4
1958-04-04 20:00:00,1958-04-04 21:00:00,2,7.086,6.219,0.9169999999999998,6.072000000000003,3.6720000000000006,1.512000000000004,1.0320000000000036,1958,4
1958-04-06 22:00:00,1958-04-06 22:00:00,1,6.587,5.903,0.6840000000000002,0.08399999999999608,0.0,0.0,0.0,1958,4
1958-10-26 07:00:00,1958-10-26 07:00:00,1,6.587,5.346,1.2409999999999997,0.08399999999999608,0.0,0.0,0.0,1958,10
1959-03-27 22:00:00,1959-03-27 23:00:00,2,7.286,5.762,1.524,8.471999999999994,6.071999999999992,3.9119999999999955,3.431999999999995,1959,3
1959-12-29 06:00:00,1959-12-29 08:00:00,3,7.388,6.086,1.3289999999999997,9.695999999999998,7.295999999999996,5.135999999999999,4.655999999999999,1959,12
1959-12-30 07:00:00,1959-12-30 08:00:00,2,6.987,6.086,0.9009999999999998,4.884,2.483999999999998,0.3240000000000016,0.0,1959,12
1960-06-10 21:00:00,1960-06-10 21:00:00,1,6.685,6.379,0.30600000000000005,1.2600000000000051,0.0,0.0,0.0,1960,6
1960-06-11 22:00:00,1960-06-11 22:00:00,1,6.685,6.162,0.5229999999999997,1.2600000000000051,0.0,0.0,0.0,1960,6
1960-09-12 11:00:00,1960-09-12 14:00:00,4,9.888,4.846,5.042,39.696,37.29599999999999,35.135999999999996,34.656,1960,9
1961-01-15 06:00:00,1961-01-15 06:00:00,1,6.587,5.674,0.9129999999999994,0.08399999999999608,0.0,0.0,0.0,1961,1
1961-01-15 19:00:00,1961-01-15 19:00:00,1,6.685,4.597,2.087999999999999,1.2600000000000051,0.0,0.0,0.0,1961,1
1961-01-16 06:00:00,1961-01-16 08:00:00,3,7.286,5.926,1.5600000000000005,8.471999999999994,6.071999999999992,3.9119999999999955,3.431999999999995,1961,1
1961-01-19 22:00:00,1961-01-19 23:00:00,2,6.685,4.995,2.0149999999999997,1.2600000000000051,0.0,0.0,0.0,1961,1
1961-02-04 10:00:00,1961-02-04 11:00:00,2,7.187,4.379,2.994,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,2
1961-03-08 23:00:00,1961-03-09 01:00:00,3,7.187,4.645,2.7350000000000003,7.284000000000013,4.884000000000011,2.7240000000000144,2.244000000000014,1961,3
