product,utc,point,box_mean,box_max,unit
PrecipRate,2026-08-03T14:10:00Z,7.10,8.60,13.70,mm/hr
PrecipRate,2026-08-03T14:12:00Z,35.40,13.15,19.20,mm/hr
PrecipRate,2026-08-03T14:14:00Z,11.60,34.25,35.20,mm/hr
PrecipRate,2026-08-03T14:16:00Z,47.00,61.35,79.80,mm/hr
PrecipRate,2026-08-03T14:18:00Z,50.90,62.70,81.50,mm/hr
PrecipRate,2026-08-03T14:20:00Z,52.40,53.25,62.60,mm/hr
PrecipRate,2026-08-03T14:22:00Z,47.60,72.05,100.80,mm/hr
PrecipRate,2026-08-03T14:24:00Z,39.80,62.10,85.30,mm/hr
PrecipRate,2026-08-03T14:26:00Z,39.30,59.90,84.50,mm/hr
PrecipRate,2026-08-03T14:28:00Z,23.00,23.85,26.70,mm/hr
PrecipRate,2026-08-03T14:30:00Z,8.30,16.95,25.40,mm/hr
PrecipRate,2026-08-03T14:32:00Z,9.20,9.10,10.10,mm/hr
PrecipRate,2026-08-03T14:34:00Z,9.30,8.40,8.80,mm/hr
PrecipRate,2026-08-03T14:36:00Z,7.10,5.45,5.50,mm/hr
PrecipRate,2026-08-03T14:38:00Z,6.50,9.00,9.60,mm/hr
PrecipRate,2026-08-03T14:40:00Z,6.60,9.05,9.80,mm/hr
PrecipRate,2026-08-03T14:42:00Z,7.90,8.80,8.80,mm/hr
PrecipRate,2026-08-03T14:44:00Z,8.10,4.75,6.00,mm/hr
PrecipRate,2026-08-03T14:46:00Z,3.10,6.90,8.20,mm/hr
PrecipRate,2026-08-03T14:48:00Z,3.10,6.90,8.20,mm/hr
PrecipRate,2026-08-03T14:50:00Z,6.70,5.05,7.00,mm/hr
MultiSensor_QPE_01H_Pass2,2026-08-03T14:00:00Z,0.60,0.55,0.60,mm
MultiSensor_QPE_01H_Pass2,2026-08-03T15:00:00Z,16.00,17.05,18.00,mm
MultiSensor_QPE_01H_Pass2,2026-08-03T16:00:00Z,0.50,0.40,0.40,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T15:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T16:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T17:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T18:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T19:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T20:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T21:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T22:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-13T23:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-14T00:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-14T01:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-14T02:00:00Z,0.00,0.00,0.00,mm
MultiSensor_QPE_01H_Pass2,2026-07-14T03:00:00Z,0.00,0.00,0.00,mm
PrecipRate,2026-08-07T21:50:00Z,0.00,0.00,0.00,mm/hr
PrecipRate,2026-08-07T21:52:00Z,0.00,0.00,0.00,mm/hr
PrecipRate,2026-08-07T21:56:00Z,0.90,0.90,1.10,mm/hr
PrecipRate,2026-08-07T22:00:00Z,11.70,37.50,63.60,mm/hr
PrecipRate,2026-08-07T22:02:00Z,44.10,54.35,72.80,mm/hr
PrecipRate,2026-08-07T22:04:00Z,73.70,28.80,30.30,mm/hr
PrecipRate,2026-08-07T22:06:00Z,64.80,18.10,23.40,mm/hr
PrecipRate,2026-08-07T22:08:00Z,26.00,3.90,4.60,mm/hr
PrecipRate,2026-08-07T22:10:00Z,23.00,5.50,5.70,mm/hr
PrecipRate,2026-08-07T22:12:00Z,40.70,32.55,43.30,mm/hr
PrecipRate,2026-08-07T22:14:00Z,45.10,43.85,53.70,mm/hr
PrecipRate,2026-08-07T22:16:00Z,96.60,83.70,90.90,mm/hr
PrecipRate,2026-08-07T22:18:00Z,99.50,66.20,76.00,mm/hr
PrecipRate,2026-08-07T22:20:00Z,125.00,111.80,115.50,mm/hr
PrecipRate,2026-08-07T22:22:00Z,123.00,104.65,109.90,mm/hr
PrecipRate,2026-08-07T22:24:00Z,122.20,100.95,105.00,mm/hr
PrecipRate,2026-08-07T22:26:00Z,113.50,93.05,102.30,mm/hr
PrecipRate,2026-08-07T22:28:00Z,100.60,111.25,113.20,mm/hr
PrecipRate,2026-08-07T22:30:00Z,85.20,97.80,105.80,mm/hr
PrecipRate,2026-08-07T22:32:00Z,82.40,66.40,72.60,mm/hr
PrecipRate,2026-08-07T22:34:00Z,81.30,72.20,79.10,mm/hr
PrecipRate,2026-08-07T22:36:00Z,56.20,50.95,52.60,mm/hr
PrecipRate,2026-08-07T22:38:00Z,51.10,29.60,31.50,mm/hr
PrecipRate,2026-08-07T22:40:00Z,10.60,10.65,14.00,mm/hr
PrecipRate,2026-08-07T22:42:00Z,1.20,0.60,0.60,mm/hr
PrecipRate,2026-08-07T22:44:00Z,1.20,0.60,0.60,mm/hr
PrecipRate,2026-08-07T22:46:00Z,1.00,0.65,0.70,mm/hr
PrecipRate,2026-08-07T22:48:00Z,1.20,1.55,1.70,mm/hr
PrecipRate,2026-08-07T22:50:00Z,2.30,2.75,3.80,mm/hr
PrecipRate,2026-08-07T22:52:00Z,8.80,4.20,4.90,mm/hr
PrecipRate,2026-08-07T22:54:00Z,8.60,4.15,4.80,mm/hr
PrecipRate,2026-08-07T22:56:00Z,4.30,1.50,1.80,mm/hr
PrecipRate,2026-08-07T22:58:00Z,4.30,1.50,1.90,mm/hr
PrecipRate,2026-08-07T23:00:00Z,1.10,0.80,0.80,mm/hr
PrecipRate,2026-08-07T23:02:00Z,0.20,0.00,0.00,mm/hr
PrecipRate,2026-08-07T23:06:00Z,0.00,0.00,0.00,mm/hr
PrecipRate,2026-08-07T23:10:00Z,0.50,0.00,0.00,mm/hr
MultiSensor_QPE_01H_Pass2,2026-08-07T22:00:00Z,0.60,1.35,1.50,mm
MultiSensor_QPE_01H_Pass2,2026-08-07T23:00:00Z,47.30,40.35,40.90,mm
MultiSensor_QPE_01H_Pass2,2026-08-07T00:00:00Z,0.00,0.00,0.00,mm
PrecipRate,2026-09-01T23:00:00Z,0.00,0.00,0.00,mm/hr
PrecipRate,2026-09-01T23:02:00Z,0.00,0.00,0.00,mm/hr
PrecipRate,2026-09-01T23:04:00Z,8.20,0.00,0.00,mm/hr
PrecipRate,2026-09-01T23:06:00Z,11.10,0.00,0.00,mm/hr
PrecipRate,2026-09-01T23:08:00Z,76.50,48.40,52.70,mm/hr
PrecipRate,2026-09-01T23:10:00Z,80.90,48.10,52.00,mm/hr
PrecipRate,2026-09-01T23:12:00Z,76.70,48.25,54.70,mm/hr
PrecipRate,2026-09-01T23:14:00Z,73.70,49.95,62.80,mm/hr
PrecipRate,2026-09-01T23:16:00Z,75.10,48.55,62.70,mm/hr
PrecipRate,2026-09-01T23:18:00Z,27.70,36.55,37.50,mm/hr
PrecipRate,2026-09-01T23:20:00Z,34.50,31.45,31.70,mm/hr
PrecipRate,2026-09-01T23:22:00Z,4.00,8.85,9.00,mm/hr
PrecipRate,2026-09-01T23:24:00Z,3.90,8.10,8.90,mm/hr
PrecipRate,2026-09-01T23:26:00Z,3.50,7.15,7.50,mm/hr
PrecipRate,2026-09-01T23:28:00Z,4.00,0.00,0.00,mm/hr
PrecipRate,2026-09-01T23:30:00Z,6.20,0.30,0.30,mm/hr
PrecipRate,2026-09-01T23:32:00Z,5.80,4.15,4.20,mm/hr
PrecipRate,2026-09-01T23:34:00Z,4.10,3.60,3.80,mm/hr
PrecipRate,2026-09-01T23:36:00Z,6.20,6.85,6.90,mm/hr
PrecipRate,2026-09-01T23:40:00Z,5.00,6.00,6.00,mm/hr
PrecipRate,2026-09-01T23:44:00Z,5.70,8.25,9.80,mm/hr
PrecipRate,2026-09-01T23:48:00Z,7.00,4.90,5.00,mm/hr
PrecipRate,2026-09-01T23:52:00Z,3.50,10.20,12.40,mm/hr
PrecipRate,2026-09-01T23:56:00Z,1.70,1.85,2.30,mm/hr
MultiSensor_QPE_01H_Pass2,2026-09-01T23:00:00Z,0.50,0.35,0.40,mm
MultiSensor_QPE_01H_Pass2,2026-09-01T00:00:00Z,0.00,0.00,0.00,mm
