generated_utc,arm,phase,outcome,active,source_age_min,detail
2026-09-20T02:06:20Z,local-launchd,publish,ok,0,4.3,
2026-09-20T05:00:52Z,local-launchd,publish,ok,0,2.9,
2026-09-20T06:02:24Z,local-launchd,publish,ok,0,4.4,
2026-09-20T07:03:53Z,local-launchd,publish,ok,0,3.9,
2026-09-20T08:05:26Z,local-launchd,publish,ok,0,3.4,
2026-09-20T09:07:01Z,local-launchd,publish,ok,0,3.0,
2026-09-20T12:01:13Z,local-launchd,publish,ok,0,3.2,
2026-09-20T13:02:50Z,local-launchd,publish,ok,1,2.8,
2026-09-20T13:13:10Z,local-launchd,publish,ok,1,3.2,
2026-09-20T13:23:33Z,local-launchd,publish,ok,1,3.6,
2026-09-20T13:33:51Z,local-launchd,publish,ok,1,3.9,
2026-09-20T13:44:08Z,local-launchd,publish,ok,1,4.1,
